Marketing and Advertising,Content Specialist,"Manage, create and curate content across Social Channels on a day-to-day basis including Blogs, Facebook, Twitter, LinkedIn YouTube, Pinterest, Forums and Digg Develop a range of content including business communication, marketing collaterals, blogs, Facebook and Twitter updates, Wikipedia pages Draft white papers and Case Studies with a focus on B2B activities Establish and Maintain consistency o...",https://www.linkedin.com/jobs?viewJob=&jobId=47110302&trk=api*a130653*s139051*
Internet,Software Engineer,"IHB (Los Angeles, CA, Bangalore, KA) Posted: April 5, 2015 | Job Type: Full Time 1.8 - 2.4 - LPA  We are seeking an experienced Python/MongoDB (or loves Python/Mongo) developer who is passionate about building software. This is a great opportunity to make a big impact as an integral part of our development team.   This job is based in our Bangalore office and offers a competitive compensation (wit...",https://www.linkedin.com/jobs?viewJob=&jobId=41675773&trk=api*a130653*s139051*
Computer Software,Crossover Software Architect - Java - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*
Marketing and Advertising,Content Specialist,"Manage, create and curate content across Social Channels on a day-to-day basis including Blogs, Facebook, Twitter, LinkedIn YouTube, Pinterest, Forums and Digg Develop a range of content including business communication, marketing collaterals, blogs, Facebook and Twitter updates, Wikipedia pages Draft white papers and Case Studies with a focus on B2B activities Establish and Maintain consistency o...",https://www.linkedin.com/jobs?viewJob=&jobId=47110302&trk=api*a130653*s139051*
Information Technology and Services,PreSales Manager – IOT-CE,"We are looking for a motivated senior solutioning professional who can support our sales teams to extract customer requirements and prepare solutions using Altiux IP, Services and Solutions. The role requires prior experience in consumer electronics preferably involving Internet of Things (IOT) technologies. Responsibilities: This is an individual contribution role and candidates should have stron...",https://www.linkedin.com/jobs?viewJob=&jobId=44955240&trk=api*a130653*s139051*
Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*
Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*
Information Technology and Services,PreSales Manager – IOT-CE,"We are looking for a motivated senior solutioning professional who can support our sales teams to extract customer requirements and prepare solutions using Altiux IP, Services and Solutions. The role requires prior experience in consumer electronics preferably involving Internet of Things (IOT) technologies. Responsibilities: This is an individual contribution role and candidates should have stron...",https://www.linkedin.com/jobs?viewJob=&jobId=44955240&trk=api*a130653*s139051*
Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*
Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*
Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*
Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*
Marketing and Advertising,Social Media Specialist,"As the Social Media Marketing Specialist at Zamstars, you will be responsible for: Managing the social media marketing strategy for Zamstars and Zamstars’s clients; focusing on LinkedIn, Twitter, Facebook, Google+, YouTube, Instagram and more Execution of all social media activities (i.e. tweeting, sharing, engaging, liking, increasing social reach, doing the heavy lifting, etc.) for Zamstars and...",https://www.linkedin.com/jobs?viewJob=&jobId=41694554&trk=api*a130653*s139051*
Computer Software,Crossover Front End Web Designer - $15/hr,"Ready to make $30,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44967266&trk=api*a130653*s139051*
Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*
"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*
Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*
"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*
Higher Education,Laravel Developer,"Function Space is looking for a  Back End Web developer with very strong knowledge in Laravel &amp; PHPto join our team in Bangalore You'll be responsible for developing and maintaining the Function Space web app. Additionally, you'll be working on our API's, ensuring high back-end performance and timely delivery of new features on the platform....",https://www.linkedin.com/jobs?viewJob=&jobId=44266831&trk=api*a130653*s139051*
E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*
Higher Education,Laravel Developer,"Function Space is looking for a  Back End Web developer with very strong knowledge in Laravel &amp; PHPto join our team in Bangalore You'll be responsible for developing and maintaining the Function Space web app. Additionally, you'll be working on our API's, ensuring high back-end performance and timely delivery of new features on the platform....",https://www.linkedin.com/jobs?viewJob=&jobId=44266831&trk=api*a130653*s139051*
E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*
Information Technology and Services,Sr Front End Engineer,"  6+ years of experience building web applications Expert knowledge of JavaScript Expert knowledge of web technologies (HTML/CSS) Ability to write high-performance, reusable code for UI components Aware of but not reliant on Object Oriented JavaScript Frameworks (jQuery, AngularJS, Node.js, React, etc.) Experience building Responsive websites Templating: Mustache, Handlebars SASS / LESS An eye for...",https://www.linkedin.com/jobs?viewJob=&jobId=43053393&trk=api*a130653*s139051*
Information Technology and Services,Sr Front End Engineer,"  6+ years of experience building web applications Expert knowledge of JavaScript Expert knowledge of web technologies (HTML/CSS) Ability to write high-performance, reusable code for UI components Aware of but not reliant on Object Oriented JavaScript Frameworks (jQuery, AngularJS, Node.js, React, etc.) Experience building Responsive websites Templating: Mustache, Handlebars SASS / LESS An eye for...",https://www.linkedin.com/jobs?viewJob=&jobId=43053393&trk=api*a130653*s139051*
Information Technology and Services,Test Delivery Manager(security domain) openings in Bangalore,A product firm in the security domain is looking at candidates with 10+ years of experience  for a Test Delivery Manager position. Effectively manage day to day tasks for a fast growing staff of junior security consultants in a Managed Services environment. (from 15 to 50 to 100) .    Ensure a correct mix of experience exists between junior and senior staff members as business grows .    Partner w...,https://www.linkedin.com/jobs?viewJob=&jobId=47144684&trk=api*a130653*s139051*
Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*
Information Technology and Services,Test Delivery Manager(security domain) openings in Bangalore,A product firm in the security domain is looking at candidates with 10+ years of experience  for a Test Delivery Manager position. Effectively manage day to day tasks for a fast growing staff of junior security consultants in a Managed Services environment. (from 15 to 50 to 100) .    Ensure a correct mix of experience exists between junior and senior staff members as business grows .    Partner w...,https://www.linkedin.com/jobs?viewJob=&jobId=47144684&trk=api*a130653*s139051*
Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*
"Renewables & Environment, Nonprofit Organization Management","Engineer, water purification project, SELCO Foundation","Position / duration – 6 months, contractual position  Location – Bangalore, Karnataka with travel in the field areas  Reports to – Program manager, SELCO Foundation  Last Date for applying – 10th May, 2015 SELCO Foundation is looking for an engineer who will coordinate with technical and social partners to pilot an innvoative, energy efficient water purification project in the Indian context. S(he...",https://www.linkedin.com/jobs?viewJob=&jobId=44930978&trk=api*a130653*s139051*
"Retail, Apparel & Fashion",Assitant Merchandiser,"ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass...",https://www.linkedin.com/jobs?viewJob=&jobId=47130347&trk=api*a130653*s139051*
"Information Technology and Services, Hospitality","Software Engineer - Angular.js, Node.js - SaaS Platform (multiple positions)","Work as part of an exciting, well funded startup  Work in small, cross-functional teams committed to building high quality applications  Drive the design and build out of a new platform, including user-facing features and core back-end functionality  Innovate at a very fast pace to maintain our cutting edge technologies  Qualifications  Love of programming  Strong knowledge of JavaScript with an a...",https://www.linkedin.com/jobs?viewJob=&jobId=59135436&trk=api*a130653*s139051*
Retail,Communications Officer,1. He or she will plan as well as create content for our blog and social media 2. Is expected to track and learn about latest trends in the retail and internet economy 3. Keep readers hooked on their content with compelling storytelling formats 4. Understand the promotional needs of Primaseller and gaining indepth knowledge of the product   5. Incharge of overall communications strategy of the com...,https://www.linkedin.com/jobs?viewJob=&jobId=44916021&trk=api*a130653*s139051*
"Renewables & Environment, Nonprofit Organization Management","Engineer, water purification project, SELCO Foundation","Position / duration – 6 months, contractual position  Location – Bangalore, Karnataka with travel in the field areas  Reports to – Program manager, SELCO Foundation  Last Date for applying – 10th May, 2015 SELCO Foundation is looking for an engineer who will coordinate with technical and social partners to pilot an innvoative, energy efficient water purification project in the Indian context. S(he...",https://www.linkedin.com/jobs?viewJob=&jobId=44930978&trk=api*a130653*s139051*
"Retail, Apparel & Fashion",Assitant Merchandiser,"ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass...",https://www.linkedin.com/jobs?viewJob=&jobId=47130347&trk=api*a130653*s139051*
"Information Technology and Services, Hospitality","Software Engineer - Angular.js, Node.js - SaaS Platform (multiple positions)","Work as part of an exciting, well funded startup  Work in small, cross-functional teams committed to building high quality applications  Drive the design and build out of a new platform, including user-facing features and core back-end functionality  Innovate at a very fast pace to maintain our cutting edge technologies  Qualifications  Love of programming  Strong knowledge of JavaScript with an a...",https://www.linkedin.com/jobs?viewJob=&jobId=59135436&trk=api*a130653*s139051*
Retail,Communications Officer,1. He or she will plan as well as create content for our blog and social media 2. Is expected to track and learn about latest trends in the retail and internet economy 3. Keep readers hooked on their content with compelling storytelling formats 4. Understand the promotional needs of Primaseller and gaining indepth knowledge of the product   5. Incharge of overall communications strategy of the com...,https://www.linkedin.com/jobs?viewJob=&jobId=44916021&trk=api*a130653*s139051*
Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=44289028&trk=api*a130653*s139051*
Computer Software,Software Engineer,"Your Role and Responsibilities Work along with full-time engineers and build product end to end   Understand scalability, code quality mobile applications   Collaborate with cross-functional teams to define, design, and ship new features.   Unit-test code for robustness, including edge cases, usability, and general reliability.   Continuously discover, evaluate, and implement new technologies to m...",https://www.linkedin.com/jobs?viewJob=&jobId=43065956&trk=api*a130653*s139051*
Higher Education,Social Media Specialist,"Love the power of Social Media to reach out to target audience? Have a creative streak waiting to be tapped? Join Function Space, Bangalore to work on innovative &amp; creative campaigns and create a niche for yourself! Should be very well acquainted and comfortable with all the social media forums (FB, Twitter, Linkedin, Gtalk+, YouTube) and other social media platforms Conceptualize and implemen...",https://www.linkedin.com/jobs?viewJob=&jobId=47177436&trk=api*a130653*s139051*
Higher Education,Social Media Specialist,"Love the power of Social Media to reach out to target audience? Have a creative streak waiting to be tapped? Join Function Space, Bangalore to work on innovative &amp; creative campaigns and create a niche for yourself! Should be very well acquainted and comfortable with all the social media forums (FB, Twitter, Linkedin, Gtalk+, YouTube) and other social media platforms Conceptualize and implemen...",https://www.linkedin.com/jobs?viewJob=&jobId=47177436&trk=api*a130653*s139051*
E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*
Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*
"Staffing and Recruiting, Information Technology and Services, Computer Software",Online Marketing Specialist,Responsibilities and Perks Understand the clients that Madgigs plans to attract and propose the required brand message to communicate on the advertisements and the front page. Composes online / offline marketing campaigns to build a database of potentials leads for consumption by the sales team. Researches methods to organically attract leads through SEO. Works with copywriters and bloggers to see...,https://www.linkedin.com/jobs?viewJob=&jobId=47169274&trk=api*a130653*s139051*
Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*
"Staffing and Recruiting, Information Technology and Services, Computer Software",Online Marketing Specialist,Responsibilities and Perks Understand the clients that Madgigs plans to attract and propose the required brand message to communicate on the advertisements and the front page. Composes online / offline marketing campaigns to build a database of potentials leads for consumption by the sales team. Researches methods to organically attract leads through SEO. Works with copywriters and bloggers to see...,https://www.linkedin.com/jobs?viewJob=&jobId=47169274&trk=api*a130653*s139051*
Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*
Computer Software,"Microstrategy Architecture, Schema, and Development","JOB DESCRIPTION   Need Senior Level Consultant on Microstrategy to join immediately at the earliest. Lead or participate in Proof-of-Concept projects Lead Microstrategy Development Team Ability to play L2/L3 support role for Microstrategy Evaluate new Business Intelligence technologies, features, and products Technical team management experience including offshore team members Excellent personal c...",https://www.linkedin.com/jobs?viewJob=&jobId=43086627&trk=api*a130653*s139051*
"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*
Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*
Computer Software,"Microstrategy Architecture, Schema, and Development","JOB DESCRIPTION   Need Senior Level Consultant on Microstrategy to join immediately at the earliest. Lead or participate in Proof-of-Concept projects Lead Microstrategy Development Team Ability to play L2/L3 support role for Microstrategy Evaluate new Business Intelligence technologies, features, and products Technical team management experience including offshore team members Excellent personal c...",https://www.linkedin.com/jobs?viewJob=&jobId=43086627&trk=api*a130653*s139051*
"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*
Semiconductors,Verification Engineer,"Sr.Verification Engineer who has extensively worked on IP, Chip or SoC level verification using SystemVerilog, OVM or UVM. Why Aceic? If you want to make a difference and work with the latest cutting edge Verification technologies, look no further. ACEIC delivers the best in class technological services to our clients. We rotate our engineers on various projects at different customer sites ensurin...",https://www.linkedin.com/jobs?viewJob=&jobId=44218967&trk=api*a130653*s139051*
Computer Software,Web Developer,"What we do: We bring you the best jobs and connect you with them through your own network. Try now: http://socialhelpouts.com What you will do: As a Web Developer, you will work on our fast growing product. In addition to web app, you will also get a chance to build our upcoming mobile apps....",https://www.linkedin.com/jobs?viewJob=&jobId=44220795&trk=api*a130653*s139051*
Semiconductors,Verification Engineer,"Sr.Verification Engineer who has extensively worked on IP, Chip or SoC level verification using SystemVerilog, OVM or UVM. Why Aceic? If you want to make a difference and work with the latest cutting edge Verification technologies, look no further. ACEIC delivers the best in class technological services to our clients. We rotate our engineers on various projects at different customer sites ensurin...",https://www.linkedin.com/jobs?viewJob=&jobId=44218967&trk=api*a130653*s139051*
Computer Software,Web Developer,"What we do: We bring you the best jobs and connect you with them through your own network. Try now: http://socialhelpouts.com What you will do: As a Web Developer, you will work on our fast growing product. In addition to web app, you will also get a chance to build our upcoming mobile apps....",https://www.linkedin.com/jobs?viewJob=&jobId=44220795&trk=api*a130653*s139051*
Internet,Software Engineer,"IHB (Los Angeles, CA, Bangalore, KA) Posted: April 5, 2015 | Job Type: Full Time 1.8 - 2.4 - LPA  We are seeking an experienced Python/MongoDB (or loves Python/Mongo) developer who is passionate about building software. This is a great opportunity to make a big impact as an integral part of our development team.   This job is based in our Bangalore office and offers a competitive compensation (wit...",https://www.linkedin.com/jobs?viewJob=&jobId=41675773&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"As a platform builder, you will be responsible for revamping and building the TextNook platform from the ground up. This involves ideation, creating mockups and prototypes and writing the APIs and abstractions that the platform would be built on. You would be given the opportunity to lay the groundwork for creating the future engineering culture by choosing modern agile frameworks and ensuring qui...",https://www.linkedin.com/jobs?viewJob=&jobId=44297463&trk=api*a130653*s139051*
Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*
"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*
Information Technology and Services,Software Engineer,"As a platform builder, you will be responsible for revamping and building the TextNook platform from the ground up. This involves ideation, creating mockups and prototypes and writing the APIs and abstractions that the platform would be built on. You would be given the opportunity to lay the groundwork for creating the future engineering culture by choosing modern agile frameworks and ensuring qui...",https://www.linkedin.com/jobs?viewJob=&jobId=44297463&trk=api*a130653*s139051*
Internet,Mobile Application Developer,"Design the architecture of our native android application. Write a clean, fast and maintainable code for our android app. Research on latest trends in android development and evaluate and incorporate the same in our application. ( We built our existing hybrid app on material design a fortnight after google highlighted material ui in their io. We did it before gmail app). Evaluation and implement o...",https://www.linkedin.com/jobs?viewJob=&jobId=47105204&trk=api*a130653*s139051*
"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*
Biotechnology,Product Specialist,"Designation: Product Specialist (Genomics) No. of positions available: 4 Job Locations: Positions available in Bangalore, Hyderabad, Kolkata and New Delhi. Job Description:  Effectively describes the process and value-added benefits of the clinical/research products/services to new and prospective clients.Stays abreast of trends in the marketplace to ensure the product's competitive position. Inte...",https://www.linkedin.com/jobs?viewJob=&jobId=59780182&trk=api*a130653*s139051*
Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*
Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*
"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*
Biotechnology,Product Specialist,"Designation: Product Specialist (Genomics) No. of positions available: 4 Job Locations: Positions available in Bangalore, Hyderabad, Kolkata and New Delhi. Job Description:  Effectively describes the process and value-added benefits of the clinical/research products/services to new and prospective clients.Stays abreast of trends in the marketplace to ensure the product's competitive position. Inte...",https://www.linkedin.com/jobs?viewJob=&jobId=59780182&trk=api*a130653*s139051*
Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*
Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*
"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*
Information Technology and Services,"Senior Software Engineer, Android Development","Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management processes through different technologies, enabling companies to adapt Lean Construction technologies.  In this role, you will work through all facets of software development: design, prototype, implementation, testing and documentation.     Principal Duties &a...",https://www.linkedin.com/jobs?viewJob=&jobId=44966889&trk=api*a130653*s139051*
